program_change channel=0 program=0 time=0 0.0
control_change channel=0 control=64 value=86 time=15 428.8541666666667
control_change channel=0 control=64 value=86 time=30 428.8932291666667
control_change channel=0 control=64 value=85 time=62 428.9739583333333
control_change channel=0 control=64 value=83 time=14 428.9921875
control_change channel=0 control=64 value=81 time=15 429.01171875
control_change channel=0 control=64 value=76 time=16 429.0325520833333
note_on channel=0 note=76 velocity=65 time=2 429.03515625
control_change channel=0 control=64 value=71 time=12 429.05078125
control_change channel=0 control=64 value=65 time=16 429.0716145833333
control_change channel=0 control=64 value=58 time=15 429.0911458333333
control_change channel=0 control=64 value=54 time=15 429.1106770833333
note_on channel=0 note=45 velocity=39 time=14 429.12890625
control_change channel=0 control=64 value=50 time=2 429.1315104166667
control_change channel=0 control=64 value=39 time=14 429.1497395833333
control_change channel=0 control=64 value=0 time=15 429.1692708333333
control_change channel=0 control=64 value=42 time=192 429.4192708333333
control_change channel=0 control=64 value=58 time=16 429.4401041666667
control_change channel=0 control=64 value=62 time=14 429.4583333333333
control_change channel=0 control=64 value=64 time=15 429.4778645833333
control_change channel=0 control=64 value=66 time=16 429.4986979166667
control_change channel=0 control=64 value=68 time=15 429.5182291666667
control_change channel=0 control=64 value=72 time=16 429.5390625
note_on channel=0 note=45 velocity=0 time=3 429.54296875
control_change channel=0 control=64 value=75 time=11 429.5572916666667
control_change channel=0 control=64 value=78 time=15 429.5768229166667
control_change channel=0 control=64 value=79 time=16 429.59765625
control_change channel=0 control=64 value=79 time=60 429.67578125
control_change channel=0 control=64 value=80 time=16 429.6966145833333
control_change channel=0 control=67 value=127 time=136 429.8736979166667
control_change channel=0 control=67 value=126 time=15 429.8932291666667
control_change channel=0 control=67 value=125 time=16 429.9140625
control_change channel=0 control=67 value=124 time=15 429.93359375
control_change channel=0 control=67 value=124 time=16 429.9544270833333
control_change channel=0 control=67 value=121 time=15 429.9739583333333
control_change channel=0 control=67 value=119 time=14 429.9921875
control_change channel=0 control=67 value=118 time=16 430.0130208333333
control_change channel=0 control=67 value=117 time=15 430.0325520833333
control_change channel=0 control=64 value=79 time=15 430.0520833333333
control_change channel=0 control=64 value=79 time=75 430.1497395833333
control_change channel=0 control=67 value=117 time=31 430.1901041666667
note_on channel=0 note=57 velocity=27 time=24 430.2213541666667
note_on channel=0 note=61 velocity=29 time=2 430.2239583333333
control_change channel=0 control=67 value=117 time=50 430.2890625
control_change channel=0 control=67 value=116 time=53 430.3580729166667
control_change channel=0 control=64 value=79 time=16 430.37890625
control_change channel=0 control=67 value=116 time=0 430.37890625
control_change channel=0 control=67 value=115 time=30 430.41796875
control_change channel=0 control=67 value=114 time=15 430.4375
control_change channel=0 control=67 value=110 time=16 430.4583333333333
control_change channel=0 control=64 value=80 time=16 430.4791666666667
control_change channel=0 control=67 value=104 time=0 430.4791666666667
control_change channel=0 control=67 value=96 time=15 430.4986979166667
control_change channel=0 control=67 value=85 time=15 430.5182291666667
control_change channel=0 control=67 value=75 time=16 430.5390625
note_on channel=0 note=61 velocity=0 time=7 430.5481770833333
control_change channel=0 control=67 value=66 time=7 430.5572916666667
control_change channel=0 control=67 value=59 time=16 430.578125
note_on channel=0 note=57 velocity=0 time=14 430.5963541666667
control_change channel=0 control=67 value=56 time=1 430.59765625
control_change channel=0 control=67 value=58 time=15 430.6171875
control_change channel=0 control=67 value=60 time=16 430.6380208333333
control_change channel=0 control=67 value=63 time=14 430.65625
control_change channel=0 control=67 value=66 time=15 430.67578125
control_change channel=0 control=67 value=69 time=16 430.6966145833333
control_change channel=0 control=67 value=75 time=14 430.71484375
control_change channel=0 control=67 value=83 time=16 430.7356770833333
control_change channel=0 control=67 value=92 time=15 430.7552083333333
control_change channel=0 control=67 value=99 time=15 430.7747395833333
control_change channel=0 control=67 value=104 time=16 430.7955729166667
control_change channel=0 control=67 value=105 time=14 430.8138020833333
control_change channel=0 control=67 value=106 time=15 430.8333333333333
control_change channel=0 control=64 value=79 time=16 430.8541666666667
control_change channel=0 control=67 value=107 time=0 430.8541666666667
control_change channel=0 control=67 value=107 time=15 430.8736979166667
control_change channel=0 control=67 value=108 time=16 430.89453125
note_on channel=0 note=61 velocity=34 time=5 430.9010416666667
control_change channel=0 control=67 value=109 time=9 430.9127604166667
note_on channel=0 note=57 velocity=38 time=3 430.9166666666667
control_change channel=0 control=67 value=109 time=12 430.9322916666667
control_change channel=0 control=67 value=110 time=16 430.953125
note_on channel=0 note=76 velocity=0 time=15 430.97265625
control_change channel=0 control=67 value=110 time=46 431.0325520833333
note_on channel=0 note=78 velocity=57 time=1 431.0338541666667
control_change channel=0 control=67 value=111 time=15 431.0533854166667
control_change channel=0 control=67 value=112 time=14 431.0716145833333
note_on channel=0 note=61 velocity=0 time=13 431.0885416666667
control_change channel=0 control=64 value=79 time=2 431.0911458333333
control_change channel=0 control=67 value=113 time=0 431.0911458333333
note_on channel=0 note=57 velocity=0 time=25 431.1236979166667
note_on channel=0 note=76 velocity=67 time=8 431.1341145833333
note_on channel=0 note=78 velocity=0 time=8 431.14453125
control_change channel=0 control=67 value=113 time=6 431.15234375
control_change channel=0 control=64 value=78 time=15 431.171875
control_change channel=0 control=67 value=114 time=0 431.171875
control_change channel=0 control=67 value=116 time=14 431.1901041666667
note_on channel=0 note=76 velocity=0 time=13 431.20703125
control_change channel=0 control=67 value=117 time=3 431.2109375
note_on channel=0 note=75 velocity=79 time=8 431.2213541666667
control_change channel=0 control=64 value=78 time=7 431.23046875
control_change channel=0 control=67 value=118 time=0 431.23046875
control_change channel=0 control=64 value=77 time=30 431.26953125
control_change channel=0 control=67 value=119 time=0 431.26953125
note_on channel=0 note=75 velocity=0 time=16 431.2903645833333
control_change channel=0 control=64 value=77 time=15 431.3098958333333
note_on channel=0 note=76 velocity=74 time=16 431.3307291666667
control_change channel=0 control=67 value=119 time=6 431.3385416666667
control_change channel=0 control=67 value=120 time=16 431.359375
control_change channel=0 control=64 value=76 time=15 431.37890625
control_change channel=0 control=67 value=121 time=0 431.37890625
control_change channel=0 control=64 value=76 time=15 431.3984375
control_change channel=0 control=64 value=75 time=16 431.4192708333333
control_change channel=0 control=64 value=73 time=14 431.4375
control_change channel=0 control=64 value=70 time=15 431.45703125
control_change channel=0 control=64 value=66 time=16 431.4778645833333
control_change channel=0 control=64 value=61 time=15 431.4973958333333
note_on channel=0 note=79 velocity=74 time=4 431.5026041666667
note_on channel=0 note=76 velocity=0 time=5 431.5091145833333
control_change channel=0 control=64 value=53 time=7 431.5182291666667
control_change channel=0 control=64 value=43 time=15 431.5377604166667
control_change channel=0 control=67 value=122 time=0 431.5377604166667
note_on channel=0 note=61 velocity=32 time=0 431.5377604166667
note_on channel=0 note=57 velocity=34 time=9 431.5494791666667
control_change channel=0 control=64 value=25 time=6 431.5572916666667
control_change channel=0 control=64 value=0 time=16 431.578125
control_change channel=0 control=64 value=44 time=122 431.7369791666667
control_change channel=0 control=64 value=62 time=14 431.7552083333333
control_change channel=0 control=64 value=70 time=16 431.7760416666667
control_change channel=0 control=64 value=77 time=15 431.7955729166667
control_change channel=0 control=64 value=85 time=14 431.8138020833333
control_change channel=0 control=64 value=90 time=16 431.8346354166667
note_on channel=0 note=57 velocity=0 time=5 431.8411458333333
control_change channel=0 control=64 value=92 time=10 431.8541666666667
note_on channel=0 note=61 velocity=0 time=12 431.8697916666667
control_change channel=0 control=64 value=91 time=19 431.89453125
control_change channel=0 control=64 value=91 time=30 431.93359375
control_change channel=0 control=67 value=122 time=0 431.93359375
note_on channel=0 note=78 velocity=79 time=14 431.9518229166667
control_change channel=0 control=64 value=90 time=16 431.97265625
control_change channel=0 control=67 value=123 time=0 431.97265625
note_on channel=0 note=79 velocity=0 time=6 431.98046875
control_change channel=0 control=64 value=90 time=10 431.9934895833333
control_change channel=0 control=64 value=89 time=14 432.01171875
note_on channel=0 note=78 velocity=0 time=16 432.0325520833333
control_change channel=0 control=64 value=89 time=15 432.0520833333333
control_change channel=0 control=67 value=123 time=31 432.0924479166667
control_change channel=0 control=64 value=88 time=15 432.1119791666667
control_change channel=0 control=64 value=87 time=14 432.1302083333333
control_change channel=0 control=64 value=86 time=16 432.1510416666667
control_change channel=0 control=64 value=84 time=15 432.1705729166667
control_change channel=0 control=64 value=82 time=15 432.1901041666667
control_change channel=0 control=64 value=77 time=16 432.2109375
control_change channel=0 control=64 value=69 time=15 432.23046875
control_change channel=0 control=67 value=124 time=0 432.23046875
note_on channel=0 note=78 velocity=64 time=3 432.234375
control_change channel=0 control=64 value=59 time=12 432.25
note_on channel=0 note=62 velocity=31 time=4 432.2552083333333
control_change channel=0 control=64 value=36 time=11 432.26953125
control_change channel=0 control=67 value=124 time=0 432.26953125
note_on channel=0 note=57 velocity=31 time=1 432.2708333333333
control_change channel=0 control=64 value=17 time=14 432.2890625
control_change channel=0 control=64 value=0 time=23 432.3190104166667
control_change channel=0 control=67 value=125 time=15 432.3385416666667
control_change channel=0 control=67 value=126 time=15 432.3580729166667
control_change channel=0 control=64 value=25 time=15 432.3776041666667
control_change channel=0 control=67 value=127 time=0 432.3776041666667
control_change channel=0 control=64 value=49 time=15 432.3971354166667
control_change channel=0 control=67 value=127 time=0 432.3971354166667
control_change channel=0 control=64 value=62 time=16 432.41796875
control_change channel=0 control=64 value=69 time=15 432.4375
control_change channel=0 control=64 value=78 time=16 432.4583333333333
control_change channel=0 control=64 value=86 time=15 432.4778645833333
note_on channel=0 note=78 velocity=0 time=3 432.4817708333333
control_change channel=0 control=64 value=89 time=12 432.4973958333333
control_change channel=0 control=64 value=88 time=30 432.5364583333333
control_change channel=0 control=64 value=88 time=31 432.5768229166667
control_change channel=0 control=64 value=87 time=15 432.5963541666667
note_on channel=0 note=57 velocity=0 time=4 432.6015625
control_change channel=0 control=64 value=87 time=12 432.6171875
control_change channel=0 control=64 value=86 time=15 432.63671875
control_change channel=0 control=64 value=85 time=15 432.65625
control_change channel=0 control=64 value=84 time=16 432.6770833333333
note_on channel=0 note=78 velocity=52 time=13 432.6940104166667
control_change channel=0 control=64 value=83 time=2 432.6966145833333
control_change channel=0 control=64 value=82 time=14 432.71484375
note_on channel=0 note=78 velocity=0 time=8 432.7252604166667
control_change channel=0 control=64 value=80 time=7 432.734375
note_on channel=0 note=79 velocity=58 time=11 432.7486979166667
control_change channel=0 control=64 value=79 time=3 432.7526041666667
control_change channel=0 control=64 value=77 time=16 432.7734375
control_change channel=0 control=64 value=75 time=15 432.79296875
note_on channel=0 note=79 velocity=0 time=1 432.7942708333333
note_on channel=0 note=78 velocity=76 time=10 432.8072916666667
control_change channel=0 control=64 value=73 time=3 432.8111979166667
note_on channel=0 note=62 velocity=0 time=7 432.8203125
control_change channel=0 control=64 value=72 time=9 432.83203125
control_change channel=0 control=64 value=71 time=15 432.8515625
note_on channel=0 note=78 velocity=0 time=9 432.86328125
control_change channel=0 control=64 value=70 time=7 432.8723958333333
control_change channel=0 control=64 value=69 time=15 432.8919270833333
note_on channel=0 note=76 velocity=66 time=5 432.8984375
control_change channel=0 control=64 value=68 time=10 432.9114583333333
control_change channel=0 control=64 value=67 time=16 432.9322916666667
control_change channel=0 control=64 value=66 time=14 432.9505208333333
note_on channel=0 note=76 velocity=0 time=3 432.9544270833333
control_change channel=0 control=64 value=66 time=12 432.9700520833333
note_on channel=0 note=78 velocity=69 time=13 432.9869791666667
control_change channel=0 control=64 value=65 time=3 432.9908854166667
control_change channel=0 control=64 value=65 time=15 433.0104166666667
control_change channel=0 control=64 value=63 time=16 433.03125
control_change channel=0 control=64 value=61 time=15 433.05078125
control_change channel=0 control=64 value=58 time=15 433.0703125
control_change channel=0 control=64 value=55 time=15 433.08984375
control_change channel=0 control=64 value=51 time=15 433.109375
control_change channel=0 control=64 value=47 time=16 433.1302083333333
note_on channel=0 note=81 velocity=56 time=7 433.1393229166667
control_change channel=0 control=64 value=43 time=8 433.1497395833333
note_on channel=0 note=78 velocity=0 time=4 433.1549479166667
note_on channel=0 note=63 velocity=31 time=5 433.1614583333333
control_change channel=0 control=64 value=33 time=6 433.1692708333333
note_on channel=0 note=57 velocity=35 time=8 433.1796875
control_change channel=0 control=64 value=0 time=7 433.1888020833333
control_change channel=0 control=64 value=53 time=220 433.4752604166667
control_change channel=0 control=64 value=65 time=16 433.49609375
control_change channel=0 control=64 value=71 time=15 433.515625
control_change channel=0 control=64 value=77 time=15 433.53515625
control_change channel=0 control=64 value=79 time=15 433.5546875
control_change channel=0 control=64 value=80 time=30 433.59375
note_on channel=0 note=57 velocity=0 time=63 433.67578125
note_on channel=0 note=63 velocity=0 time=91 433.7942708333333
note_on channel=0 note=81 velocity=0 time=18 433.8177083333333
note_on channel=0 note=79 velocity=55 time=18 433.8411458333333
control_change channel=0 control=64 value=79 time=8 433.8515625
control_change channel=0 control=64 value=79 time=16 433.8723958333333
control_change channel=0 control=64 value=78 time=15 433.8919270833333
note_on channel=0 note=79 velocity=0 time=5 433.8984375
control_change channel=0 control=64 value=78 time=71 433.9908854166667
control_change channel=0 control=64 value=77 time=30 434.0299479166667
control_change channel=0 control=64 value=77 time=31 434.0703125
control_change channel=0 control=64 value=76 time=15 434.08984375
control_change channel=0 control=64 value=74 time=15 434.109375
control_change channel=0 control=64 value=72 time=16 434.1302083333333
control_change channel=0 control=64 value=70 time=15 434.1497395833333
note_on channel=0 note=79 velocity=39 time=7 434.1588541666667
control_change channel=0 control=64 value=66 time=8 434.1692708333333
control_change channel=0 control=64 value=63 time=15 434.1888020833333
control_change channel=0 control=64 value=59 time=15 434.2083333333333
control_change channel=0 control=64 value=49 time=16 434.2291666666667
note_on channel=0 note=64 velocity=35 time=6 434.2369791666667
note_on channel=0 note=57 velocity=21 time=3 434.2408854166667
control_change channel=0 control=64 value=34 time=6 434.2486979166667
control_change channel=0 control=64 value=0 time=15 434.2682291666667
control_change channel=0 control=64 value=46 time=175 434.49609375
control_change channel=0 control=64 value=62 time=15 434.515625
control_change channel=0 control=64 value=69 time=16 434.5364583333333
control_change channel=0 control=64 value=75 time=14 434.5546875
control_change channel=0 control=64 value=79 time=15 434.57421875
note_on channel=0 note=79 velocity=0 time=8 434.5846354166667
control_change channel=0 control=64 value=80 time=8 434.5950520833333
note_on channel=0 note=64 velocity=0 time=92 434.71484375
control_change channel=0 control=64 value=80 time=77 434.8151041666667
control_change channel=0 control=64 value=79 time=76 434.9140625
control_change channel=0 control=64 value=79 time=30 434.953125
control_change channel=0 control=64 value=78 time=30 434.9921875
control_change channel=0 control=64 value=78 time=30 435.03125
control_change channel=0 control=64 value=77 time=46 435.0911458333333
control_change channel=0 control=64 value=77 time=45 435.1497395833333
control_change channel=0 control=64 value=76 time=16 435.1705729166667
note_on channel=0 note=57 velocity=0 time=9 435.1822916666667
control_change channel=0 control=64 value=76 time=81 435.2877604166667
control_change channel=0 control=64 value=75 time=24 435.3190104166667
control_change channel=0 control=64 value=75 time=30 435.3580729166667
control_change channel=0 control=64 value=74 time=45 435.4166666666667
control_change channel=0 control=64 value=74 time=30 435.4557291666667
control_change channel=0 control=64 value=73 time=16 435.4765625
control_change channel=0 control=64 value=73 time=15 435.49609375
control_change channel=0 control=64 value=72 time=45 435.5546875
control_change channel=0 control=64 value=71 time=15 435.57421875
control_change channel=0 control=64 value=68 time=16 435.5950520833333
control_change channel=0 control=64 value=65 time=15 435.6145833333333
control_change channel=0 control=64 value=62 time=16 435.6354166666667
note_on channel=0 note=57 velocity=55 time=11 435.6497395833333
control_change channel=0 control=64 value=59 time=4 435.6549479166667
control_change channel=0 control=64 value=55 time=14 435.6731770833333
control_change channel=0 control=64 value=50 time=16 435.6940104166667
control_change channel=0 control=64 value=46 time=15 435.7135416666667
control_change channel=0 control=64 value=44 time=16 435.734375
control_change channel=0 control=64 value=44 time=106 435.8723958333333
control_change channel=0 control=64 value=45 time=16 435.8932291666667
control_change channel=0 control=64 value=45 time=15 435.9127604166667
note_on channel=0 note=57 velocity=0 time=7 435.921875
note_on channel=0 note=59 velocity=60 time=7 435.9309895833333
control_change channel=0 control=64 value=46 time=1 435.9322916666667
control_change channel=0 control=64 value=47 time=16 435.953125
control_change channel=0 control=64 value=48 time=15 435.97265625
control_change channel=0 control=64 value=48 time=15 435.9921875
control_change channel=0 control=64 value=49 time=15 436.01171875
control_change channel=0 control=64 value=50 time=15 436.03125
note_on channel=0 note=59 velocity=0 time=34 436.0755208333333
note_on channel=0 note=61 velocity=58 time=20 436.1015625
note_on channel=0 note=61 velocity=0 time=54 436.171875
control_change channel=0 control=64 value=49 time=30 436.2109375
note_on channel=0 note=62 velocity=66 time=4 436.2161458333333
control_change channel=0 control=64 value=49 time=25 436.2486979166667
control_change channel=0 control=64 value=48 time=16 436.26953125
note_on channel=0 note=62 velocity=0 time=22 436.2981770833333
note_on channel=0 note=64 velocity=61 time=27 436.3333333333333
note_on channel=0 note=64 velocity=0 time=53 436.40234375
note_on channel=0 note=66 velocity=67 time=5 436.4088541666667
control_change channel=0 control=64 value=49 time=22 436.4375
note_on channel=0 note=66 velocity=0 time=35 436.4830729166667
note_on channel=0 note=68 velocity=67 time=11 436.4973958333333
note_on channel=0 note=68 velocity=0 time=25 436.5299479166667
note_on channel=0 note=69 velocity=66 time=38 436.5794270833333
control_change channel=0 control=64 value=48 time=43 436.6354166666667
note_on channel=0 note=69 velocity=0 time=5 436.6419270833333
note_on channel=0 note=71 velocity=62 time=15 436.6614583333333
note_on channel=0 note=71 velocity=0 time=37 436.7096354166667
note_on channel=0 note=73 velocity=70 time=15 436.7291666666667
note_on channel=0 note=73 velocity=0 time=23 436.7591145833333
note_on channel=0 note=74 velocity=75 time=40 436.8111979166667
note_on channel=0 note=74 velocity=0 time=37 436.859375
note_on channel=0 note=76 velocity=65 time=19 436.8841145833333
note_on channel=0 note=78 velocity=77 time=29 436.921875
note_on channel=0 note=76 velocity=0 time=15 436.94140625
note_on channel=0 note=78 velocity=0 time=40 436.9934895833333
note_on channel=0 note=80 velocity=63 time=1 436.9947916666667
note_on channel=0 note=80 velocity=0 time=25 437.02734375
note_on channel=0 note=81 velocity=79 time=24 437.05859375
control_change channel=0 control=64 value=48 time=10 437.0716145833333
note_on channel=0 note=81 velocity=0 time=22 437.1002604166667
control_change channel=0 control=64 value=47 time=8 437.1106770833333
note_on channel=0 note=83 velocity=43 time=34 437.1549479166667
note_on channel=0 note=84 velocity=47 time=9 437.1666666666667
note_on channel=0 note=83 velocity=0 time=18 437.1901041666667
note_on channel=0 note=85 velocity=72 time=0 437.1901041666667
note_on channel=0 note=84 velocity=0 time=7 437.19921875
control_change channel=0 control=64 value=46 time=8 437.2096354166667
control_change channel=0 control=64 value=45 time=15 437.2291666666667
control_change channel=0 control=64 value=44 time=16 437.25
note_on channel=0 note=85 velocity=0 time=10 437.2630208333333
note_on channel=0 note=86 velocity=74 time=4 437.2682291666667
control_change channel=0 control=64 value=40 time=1 437.26953125
control_change channel=0 control=64 value=35 time=15 437.2890625
control_change channel=0 control=64 value=27 time=23 437.3190104166667
control_change channel=0 control=64 value=24 time=14 437.3372395833333
note_on channel=0 note=88 velocity=77 time=19 437.3619791666667
note_on channel=0 note=86 velocity=0 time=9 437.3736979166667
note_on channel=0 note=88 velocity=0 time=36 437.4205729166667
control_change channel=0 control=64 value=25 time=29 437.4583333333333
note_on channel=0 note=86 velocity=68 time=80 437.5625
note_on channel=0 note=86 velocity=0 time=26 437.5963541666667
note_on channel=0 note=85 velocity=69 time=105 437.7330729166667
note_on channel=0 note=85 velocity=0 time=27 437.7682291666667
note_on channel=0 note=83 velocity=61 time=96 437.8932291666667
note_on channel=0 note=83 velocity=0 time=41 437.9466145833333
control_change channel=0 control=64 value=25 time=49 438.0104166666667
note_on channel=0 note=81 velocity=52 time=49 438.07421875
control_change channel=0 control=64 value=26 time=13 438.0911458333333
note_on channel=0 note=81 velocity=0 time=26 438.125
control_change channel=0 control=64 value=27 time=64 438.2083333333333
control_change channel=0 control=64 value=27 time=46 438.2682291666667
control_change channel=0 control=64 value=28 time=16 438.2890625
note_on channel=0 note=79 velocity=51 time=6 438.296875
control_change channel=0 control=64 value=29 time=16 438.3177083333333
control_change channel=0 control=64 value=30 time=16 438.3385416666667
control_change channel=0 control=64 value=30 time=15 438.3580729166667
note_on channel=0 note=79 velocity=0 time=9 438.3697916666667
control_change channel=0 control=64 value=31 time=5 438.3763020833333
control_change channel=0 control=64 value=33 time=16 438.3971354166667
control_change channel=0 control=64 value=34 time=15 438.4166666666667
control_change channel=0 control=64 value=35 time=15 438.4361979166667
control_change channel=0 control=64 value=36 time=16 438.45703125
control_change channel=0 control=64 value=38 time=15 438.4765625
control_change channel=0 control=64 value=39 time=15 438.49609375
control_change channel=0 control=64 value=41 time=15 438.515625
control_change channel=0 control=64 value=42 time=15 438.53515625
control_change channel=0 control=64 value=43 time=16 438.5559895833333
control_change channel=0 control=64 value=43 time=75 438.6536458333333
note_on channel=0 note=78 velocity=50 time=91 438.7721354166667
control_change channel=0 control=64 value=43 time=1 438.7734375
control_change channel=0 control=64 value=41 time=31 438.8138020833333
control_change channel=0 control=64 value=41 time=15 438.8333333333333
note_on channel=0 note=50 velocity=20 time=4 438.8385416666667
control_change channel=0 control=64 value=40 time=10 438.8515625
control_change channel=0 control=64 value=42 time=92 438.9713541666667
control_change channel=0 control=64 value=43 time=16 438.9921875
control_change channel=0 control=64 value=45 time=15 439.01171875
control_change channel=0 control=64 value=47 time=16 439.0325520833333
control_change channel=0 control=64 value=51 time=14 439.05078125
control_change channel=0 control=64 value=56 time=16 439.0716145833333
control_change channel=0 control=64 value=60 time=15 439.0911458333333
control_change channel=0 control=64 value=62 time=15 439.1106770833333
control_change channel=0 control=64 value=63 time=16 439.1315104166667
control_change channel=0 control=64 value=64 time=14 439.1497395833333
control_change channel=0 control=64 value=65 time=15 439.1692708333333
control_change channel=0 control=64 value=67 time=16 439.1901041666667
control_change channel=0 control=64 value=70 time=14 439.2083333333333
control_change channel=0 control=64 value=74 time=16 439.2291666666667
control_change channel=0 control=64 value=77 time=15 439.2486979166667
control_change channel=0 control=64 value=78 time=15 439.2682291666667
control_change channel=0 control=64 value=79 time=16 439.2890625
control_change channel=0 control=64 value=79 time=15 439.30859375
control_change channel=0 control=64 value=81 time=23 439.3385416666667
control_change channel=0 control=64 value=84 time=15 439.3580729166667
control_change channel=0 control=64 value=87 time=15 439.3776041666667
note_on channel=0 note=50 velocity=0 time=5 439.3841145833333
control_change channel=0 control=64 value=91 time=11 439.3984375
control_change channel=0 control=64 value=94 time=14 439.4166666666667
control_change channel=0 control=64 value=95 time=16 439.4375
control_change channel=0 control=64 value=95 time=15 439.45703125
control_change channel=0 control=64 value=97 time=15 439.4765625
control_change channel=0 control=64 value=100 time=15 439.49609375
control_change channel=0 control=64 value=104 time=15 439.515625
control_change channel=0 control=64 value=105 time=16 439.5364583333333
note_on channel=0 note=62 velocity=46 time=20 439.5625
note_on channel=0 note=62 velocity=0 time=63 439.64453125
control_change channel=0 control=64 value=104 time=114 439.79296875
control_change channel=0 control=64 value=103 time=61 439.8723958333333
control_change channel=0 control=64 value=102 time=15 439.8919270833333
control_change channel=0 control=64 value=102 time=16 439.9127604166667
control_change channel=0 control=64 value=101 time=15 439.9322916666667
control_change channel=0 control=64 value=100 time=14 439.9505208333333
control_change channel=0 control=64 value=100 time=31 439.9908854166667
control_change channel=0 control=64 value=99 time=16 440.01171875
control_change channel=0 control=64 value=99 time=14 440.0299479166667
control_change channel=0 control=64 value=98 time=16 440.05078125
control_change channel=0 control=64 value=98 time=16 440.0716145833333
control_change channel=0 control=64 value=97 time=31 440.1119791666667
note_on channel=0 note=66 velocity=37 time=21 440.1393229166667
note_on channel=0 note=62 velocity=30 time=3 440.1432291666667
control_change channel=0 control=64 value=97 time=5 440.1497395833333
control_change channel=0 control=64 value=96 time=16 440.1705729166667
control_change channel=0 control=64 value=96 time=15 440.1901041666667
control_change channel=0 control=67 value=125 time=0 440.1901041666667
control_change channel=0 control=67 value=122 time=15 440.2096354166667
control_change channel=0 control=64 value=95 time=16 440.23046875
control_change channel=0 control=67 value=121 time=0 440.23046875
control_change channel=0 control=67 value=118 time=14 440.2486979166667
control_change channel=0 control=64 value=95 time=16 440.26953125
control_change channel=0 control=67 value=116 time=0 440.26953125
control_change channel=0 control=67 value=114 time=15 440.2890625
control_change channel=0 control=67 value=113 time=15 440.30859375
note_on channel=0 note=66 velocity=0 time=2 440.3111979166667
note_on channel=0 note=62 velocity=0 time=2 440.3138020833333
control_change channel=0 control=67 value=112 time=19 440.3385416666667
note_on channel=0 note=74 velocity=61 time=15 440.3580729166667
note_on channel=0 note=78 velocity=0 time=22 440.38671875
control_change channel=0 control=67 value=112 time=9 440.3984375
control_change channel=0 control=67 value=112 time=45 440.45703125
control_change channel=0 control=64 value=94 time=16 440.4778645833333
control_change channel=0 control=67 value=113 time=15 440.4973958333333
note_on channel=0 note=74 velocity=0 time=26 440.53125
control_change channel=0 control=64 value=94 time=4 440.5364583333333
note_on channel=0 note=76 velocity=65 time=14 440.5546875
control_change channel=0 control=64 value=93 time=16 440.5755208333333
control_change channel=0 control=64 value=93 time=46 440.6354166666667
note_on channel=0 note=62 velocity=36 time=8 440.6458333333333
control_change channel=0 control=64 value=92 time=7 440.6549479166667
note_on channel=0 note=66 velocity=45 time=4 440.66015625
note_on channel=0 note=76 velocity=0 time=13 440.6770833333333
control_change channel=0 control=64 value=92 time=13 440.6940104166667
note_on channel=0 note=78 velocity=79 time=1 440.6953125
control_change channel=0 control=67 value=112 time=76 440.7942708333333
control_change channel=0 control=67 value=112 time=15 440.8138020833333
control_change channel=0 control=64 value=91 time=15 440.8333333333333
note_on channel=0 note=78 velocity=0 time=1 440.8346354166667
note_on channel=0 note=79 velocity=76 time=5 440.8411458333333
control_change channel=0 control=64 value=91 time=9 440.8528645833333
control_change channel=0 control=67 value=111 time=0 440.8528645833333
control_change channel=0 control=64 value=90 time=15 440.8723958333333
control_change channel=0 control=64 value=89 time=16 440.8932291666667
control_change channel=0 control=67 value=111 time=0 440.8932291666667
note_on channel=0 note=66 velocity=0 time=1 440.89453125
control_change channel=0 control=64 value=89 time=14 440.9127604166667
control_change channel=0 control=67 value=110 time=0 440.9127604166667
note_on channel=0 note=62 velocity=0 time=0 440.9127604166667
control_change channel=0 control=64 value=87 time=15 440.9322916666667
control_change channel=0 control=67 value=108 time=0 440.9322916666667
control_change channel=0 control=64 value=86 time=15 440.9518229166667
control_change channel=0 control=67 value=105 time=0 440.9518229166667
control_change channel=0 control=64 value=85 time=15 440.9713541666667
control_change channel=0 control=67 value=103 time=0 440.9713541666667
note_on channel=0 note=81 velocity=74 time=10 440.984375
control_change channel=0 control=64 value=85 time=5 440.9908854166667
control_change channel=0 control=67 value=102 time=0 440.9908854166667
note_on channel=0 note=79 velocity=0 time=1 440.9921875
control_change channel=0 control=64 value=84 time=14 441.0104166666667
control_change channel=0 control=67 value=101 time=0 441.0104166666667
control_change channel=0 control=67 value=101 time=15 441.0299479166667
control_change channel=0 control=67 value=100 time=16 441.05078125
control_change channel=0 control=64 value=84 time=15 441.0703125
control_change channel=0 control=67 value=99 time=0 441.0703125
control_change channel=0 control=64 value=82 time=15 441.08984375
control_change channel=0 control=67 value=99 time=0 441.08984375
control_change channel=0 control=64 value=77 time=16 441.1106770833333
control_change channel=0 control=64 value=71 time=16 441.1315104166667
control_change channel=0 control=64 value=64 time=15 441.1510416666667
control_change channel=0 control=67 value=99 time=0 441.1510416666667
control_change channel=0 control=64 value=53 time=15 441.1705729166667
control_change channel=0 control=67 value=100 time=0 441.1705729166667
control_change channel=0 control=64 value=40 time=15 441.1901041666667
note_on channel=0 note=67 velocity=42 time=3 441.1940104166667
note_on channel=0 note=64 velocity=42 time=1 441.1953125
